"zh_url","en_target_url","page_type","language_pair_status","language_switch_rule","canonical_strategy","hreflang_set","business_verification_required","evidence_source","notes"
"https://www.bostarcoating.com/","https://www.bostarcoating.com/en","home","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","contains-form; nav-links:11"
"https://www.bostarcoating.com/about","https://www.bostarcoating.com/en/about","about","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:12"
"https://www.bostarcoating.com/cases","https://www.bostarcoating.com/en/cases","case-index","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:12"
"https://www.bostarcoating.com/contact","https://www.bostarcoating.com/en/contact","contact","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","contains-form; nav-links:12"
"https://www.bostarcoating.com/downloads","https://www.bostarcoating.com/en/downloads","download-index","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:12"
"https://www.bostarcoating.com/downloads/controller-manual","https://www.bostarcoating.com/en/downloads/controller-manual","download-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/downloads/disk-system-sheet","https://www.bostarcoating.com/en/downloads/disk-system-sheet","download-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/downloads/maintenance-guide","https://www.bostarcoating.com/en/downloads/maintenance-guide","download-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/downloads/powder-gun-catalog","https://www.bostarcoating.com/en/downloads/powder-gun-catalog","download-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/downloads/troubleshooting-checklist","https://www.bostarcoating.com/en/downloads/troubleshooting-checklist","download-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/faq","https://www.bostarcoating.com/en/faq","faq","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:12"
"https://www.bostarcoating.com/knowledge","https://www.bostarcoating.com/en/knowledge","knowledge-index","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:12"
"https://www.bostarcoating.com/knowledge/faq","https://www.bostarcoating.com/en/knowledge/faq","knowledge-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/knowledge/industry-encyclopedia","https://www.bostarcoating.com/en/knowledge/industry-encyclopedia","knowledge-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/knowledge/operation-maintenance","https://www.bostarcoating.com/en/knowledge/operation-maintenance","knowledge-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/knowledge/process-knowledge","https://www.bostarcoating.com/en/knowledge/process-knowledge","knowledge-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/knowledge/process-knowledge/adjust-spray-voltage","https://www.bostarcoating.com/en/knowledge/process-knowledge/adjust-spray-voltage","knowledge-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:13"
"https://www.bostarcoating.com/knowledge/product-comparison","https://www.bostarcoating.com/en/knowledge/product-comparison","knowledge-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/knowledge/safety-standard","https://www.bostarcoating.com/en/knowledge/safety-standard","knowledge-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/knowledge/selection-guide","https://www.bostarcoating.com/en/knowledge/selection-guide","knowledge-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/knowledge/selection-guide/how-to-choose-electrostatic-spray-gun","https://www.bostarcoating.com/en/knowledge/selection-guide/how-to-choose-electrostatic-spray-gun","knowledge-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:13"
"https://www.bostarcoating.com/knowledge/selection-guide/manual-powder-gun-selection-guide","https://www.bostarcoating.com/en/knowledge/selection-guide/manual-powder-gun-selection-guide","knowledge-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:13"
"https://www.bostarcoating.com/knowledge/troubleshooting","https://www.bostarcoating.com/en/knowledge/troubleshooting","knowledge-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/knowledge/troubleshooting/powder-gun-not-picking-powder","https://www.bostarcoating.com/en/knowledge/troubleshooting/powder-gun-not-picking-powder","knowledge-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:13"
"https://www.bostarcoating.com/news","https://www.bostarcoating.com/en/news","news","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:12"
"https://www.bostarcoating.com/products","https://www.bostarcoating.com/en/products","product-index","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:12"
"https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun/bsd-3029-automatic-liquid-electrostatic-spray-gun","https://www.bostarcoating.com/en/products/Automatic-Electrostatic-Liquid-Spray-Gun/bsd-3029-automatic-liquid-electrostatic-spray-gun","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell/bostar-f18-automatic-powder-electrostatic-rotary-bell","https://www.bostarcoating.com/en/products/Automatic-Electrostatic-Powder-Rotary-Bell/bostar-f18-automatic-powder-electrostatic-rotary-bell","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/automatic-electrostatic-powder-rotary-bell-bsd-cu300","https://www.bostarcoating.com/en/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/automatic-electrostatic-powder-rotary-bell-bsd-cu300","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/bell-cup-automatic-electrostatic-coating-system-bsd-3029","https://www.bostarcoating.com/en/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/bell-cup-automatic-electrostatic-coating-system-bsd-3029","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/products/automatic-powder-spray-gun","https://www.bostarcoating.com/en/products/automatic-powder-spray-gun","product-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/products/automatic-powder-spray-gun/automatic-powder-spray-gun","https://www.bostarcoating.com/en/products/automatic-powder-spray-gun/automatic-powder-spray-gun","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/products/automation-equipment","https://www.bostarcoating.com/en/products/automation-equipment","product-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/products/electrostatic-flocking-machine","https://www.bostarcoating.com/en/products/electrostatic-flocking-machine","product-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","missing-meta-description; nav-links:13"
"https://www.bostarcoating.com/products/electrostatic-flocking-machine/manual-electrostatic-flocking-velvet-spraying-machine","https://www.bostarcoating.com/en/products/electrostatic-flocking-machine/manual-electrostatic-flocking-velvet-spraying-machine","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/products/electrostatic-rotary-bell-system","https://www.bostarcoating.com/en/products/electrostatic-rotary-bell-system","product-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/products/electrostatic-rotary-bell-system/disk-automatic-electrostatic-coating-system","https://www.bostarcoating.com/en/products/electrostatic-rotary-bell-system/disk-automatic-electrostatic-coating-system","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/products/Manual-Electrostatic-Liquid-Spray-Gun/bsd-3009a-manual-liquid-electrostatic-spray-gun","https://www.bostarcoating.com/en/products/Manual-Electrostatic-Liquid-Spray-Gun/bsd-3009a-manual-liquid-electrostatic-spray-gun","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/products/Manual-Electrostatic-Liquid-Spray-Gun/manual-liquid-electrostatic-spray-gun","https://www.bostarcoating.com/en/products/Manual-Electrostatic-Liquid-Spray-Gun/manual-liquid-electrostatic-spray-gun","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","missing-meta-description; contains-form; nav-links:14"
"https://www.bostarcoating.com/products/manual-powder-coating-gun","https://www.bostarcoating.com/en/products/manual-powder-coating-gun","product-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/products/manual-powder-coating-gun/manual-electrostatic-powder-spray-gun","https://www.bostarcoating.com/en/products/manual-powder-coating-gun/manual-electrostatic-powder-spray-gun","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","missing-meta-description; contains-form; nav-links:14"
"https://www.bostarcoating.com/products/manual-powder-coating-gun/manual-electrostatic-powder-spray-gun-bsd-f22","https://www.bostarcoating.com/en/products/manual-powder-coating-gun/manual-electrostatic-powder-spray-gun-bsd-f22","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","missing-meta-description; contains-form; nav-links:14"
"https://www.bostarcoating.com/products/manual-powder-coating-gun/manual-powder-spray-gun","https://www.bostarcoating.com/en/products/manual-powder-coating-gun/manual-powder-spray-gun","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/products/manual-powder-coating-gun/powder-coating-gun","https://www.bostarcoating.com/en/products/manual-powder-coating-gun/powder-coating-gun","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/products/spray-gun-accessories","https://www.bostarcoating.com/en/products/spray-gun-accessories","product-category","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","missing-meta-description; nav-links:13"
"https://www.bostarcoating.com/products/spray-gun-accessories/manual-powder-electrostatic-spray-gun-led-light-kit","https://www.bostarcoating.com/en/products/spray-gun-accessories/manual-powder-electrostatic-spray-gun-led-light-kit","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/products/Testing-Instruments/paint-resistance-tester-zk815","https://www.bostarcoating.com/en/products/Testing-Instruments/paint-resistance-tester-zk815","product-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:14"
"https://www.bostarcoating.com/service","https://www.bostarcoating.com/en/service","service","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:12"
"https://www.bostarcoating.com/solutions","https://www.bostarcoating.com/en/solutions","solution-index","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:12"
"https://www.bostarcoating.com/solutions/aluminum-profile-powder-coating","https://www.bostarcoating.com/en/solutions/aluminum-profile-powder-coating","solution-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:13"
"https://www.bostarcoating.com/solutions/automatic-coating-line","https://www.bostarcoating.com/en/solutions/automatic-coating-line","solution-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:13"
"https://www.bostarcoating.com/solutions/auto-parts-coating","https://www.bostarcoating.com/en/solutions/auto-parts-coating","solution-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:13"
"https://www.bostarcoating.com/solutions/cabinet-powder-coating","https://www.bostarcoating.com/en/solutions/cabinet-powder-coating","solution-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:13"
"https://www.bostarcoating.com/solutions/furniture-hardware-coating","https://www.bostarcoating.com/en/solutions/furniture-hardware-coating","solution-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:13"
"https://www.bostarcoating.com/solutions/hardware-powder-coating","https://www.bostarcoating.com/en/solutions/hardware-powder-coating","solution-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:13"
"https://www.bostarcoating.com/solutions/lab-sample-coating","https://www.bostarcoating.com/en/solutions/lab-sample-coating","solution-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","YES","audit/04-production-url-inventory.csv","contains-form; nav-links:13"
"https://www.bostarcoating.com/videos","https://www.bostarcoating.com/en/videos","video-index","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:12"
"https://www.bostarcoating.com/videos/controller-setup","https://www.bostarcoating.com/en/videos/controller-setup","video-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/videos/maintenance-cleaning","https://www.bostarcoating.com/en/videos/maintenance-cleaning","video-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
"https://www.bostarcoating.com/videos/powder-gun-operation","https://www.bostarcoating.com/en/videos/powder-gun-operation","video-detail","TRANSLATION_NOT_STARTED","same-entity-same-depth","self-canonical-per-locale","zh-CN|en|x-default","NO","audit/04-production-url-inventory.csv","nav-links:13"
