"current_url","http_status","sitemap_status","page_type","current_content_entity","current_canonical","target_status","target_url","action","action_reason","preserve_content","redirect_type","language","indexability","business_verification_required","evidence_source","owner","notes"
"https://bostarcoating.com/products/electrostatic-flocking-machine/manual-electrostatic-flocking-velvet-spraying-machine","200","NOT_IN_SITEMAP","product-detail","product:manual-electrostatic-flocking-velvet-spraying-machine","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/products/electrostatic-flocking-machine/manual-electrostatic-flocking-velvet-spraying-machine","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:14"
"https://bostarcoating.com/products/electrostatic-rotary-bell-system","200","NOT_IN_SITEMAP","product-category","product-category:electrostatic-rotary-bell-system","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/products/electrostatic-rotary-bell-system","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://bostarcoating.com/products/electrostatic-rotary-bell-system/disk-automatic-electrostatic-coating-system","200","NOT_IN_SITEMAP","product-detail","product:disk-automatic-electrostatic-coating-system","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/products/electrostatic-rotary-bell-system/disk-automatic-electrostatic-coating-system","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:14"
"https://bostarcoating.com/products/manual-powder-coating-gun","200","NOT_IN_SITEMAP","product-category","product-category:manual-powder-coating-gun","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/products/manual-powder-coating-gun","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://bostarcoating.com/products/manual-powder-coating-gun/manual-electrostatic-powder-spray-gun","200","NOT_IN_SITEMAP","product-detail","product:manual-electrostatic-powder-spray-gun","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/products/manual-powder-coating-gun/manual-electrostatic-powder-spray-gun","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","missing-meta-description; contains-form; nav-links:14"
"https://bostarcoating.com/products/manual-powder-coating-gun/manual-electrostatic-powder-spray-gun-bsd-f22","200","NOT_IN_SITEMAP","product-detail","product:manual-electrostatic-powder-spray-gun-bsd-f22","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/products/manual-powder-coating-gun/manual-electrostatic-powder-spray-gun-bsd-f22","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","missing-meta-description; contains-form; nav-links:14"
"https://bostarcoating.com/products/manual-powder-coating-gun/manual-powder-spray-gun","200","NOT_IN_SITEMAP","product-detail","product:manual-powder-spray-gun","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/products/manual-powder-coating-gun/manual-powder-spray-gun","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:14"
"https://bostarcoating.com/products/manual-powder-coating-gun/powder-coating-gun","200","NOT_IN_SITEMAP","product-detail","product:powder-coating-gun","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/products/manual-powder-coating-gun/powder-coating-gun","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:14"
"https://bostarcoating.com/products/spray-gun-accessories","200","NOT_IN_SITEMAP","product-category","product-category:spray-gun-accessories","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/products/spray-gun-accessories","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","missing-meta-description; nav-links:13"
"https://bostarcoating.com/products/spray-gun-accessories/manual-powder-electrostatic-spray-gun-led-light-kit","200","NOT_IN_SITEMAP","product-detail","product:manual-powder-electrostatic-spray-gun-led-light-kit","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/products/spray-gun-accessories/manual-powder-electrostatic-spray-gun-led-light-kit","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:14"
"https://bostarcoating.com/sample-download.pdf","404","NOT_IN_SITEMAP","other","unclassified:sample-download.pdf","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/sample-download.pdf","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","NO","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:11"
"https://bostarcoating.com/solutions","200","NOT_IN_SITEMAP","solution-index","solution-index","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/solutions","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:12"
"https://bostarcoating.com/solutions/aluminum-profile-powder-coating","200","NOT_IN_SITEMAP","solution-detail","solution:aluminum-profile-powder-coating","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/solutions/aluminum-profile-powder-coating","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:13"
"https://bostarcoating.com/solutions/auto-parts-coating","200","NOT_IN_SITEMAP","solution-detail","solution:auto-parts-coating","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/solutions/auto-parts-coating","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:13"
"https://bostarcoating.com/solutions/automatic-coating-line","200","NOT_IN_SITEMAP","solution-detail","solution:automatic-coating-line","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/solutions/automatic-coating-line","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:13"
"https://bostarcoating.com/solutions/cabinet-powder-coating","200","NOT_IN_SITEMAP","solution-detail","solution:cabinet-powder-coating","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/solutions/cabinet-powder-coating","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:13"
"https://bostarcoating.com/solutions/furniture-hardware-coating","200","NOT_IN_SITEMAP","solution-detail","solution:furniture-hardware-coating","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/solutions/furniture-hardware-coating","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:13"
"https://bostarcoating.com/solutions/hardware-powder-coating","200","NOT_IN_SITEMAP","solution-detail","solution:hardware-powder-coating","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/solutions/hardware-powder-coating","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:13"
"https://bostarcoating.com/solutions/lab-sample-coating","200","NOT_IN_SITEMAP","solution-detail","solution:lab-sample-coating","https://www.bostarcoating.com/","301","https://www.bostarcoating.com/solutions/lab-sample-coating","REDIRECT_301","Unify bare host to primary www host to remove duplicate-access surfaces and align canonical policy.","YES","HOST_CANONICALIZATION","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:13"
"https://www.bostarcoating.com/","200","IN_SITEMAP","home","brand-homepage","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:11"
"https://www.bostarcoating.com/about","200","IN_SITEMAP","about","brand-about","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/about","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:12"
"https://www.bostarcoating.com/cases","200","IN_SITEMAP","case-index","case-index","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/cases","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:12"
"https://www.bostarcoating.com/contact","200","IN_SITEMAP","contact","contact-hub","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/contact","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:12"
"https://www.bostarcoating.com/downloads","200","IN_SITEMAP","download-index","download-index","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/downloads","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:12"
"https://www.bostarcoating.com/downloads/controller-manual","200","IN_SITEMAP","download-detail","download:controller-manual","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/downloads/controller-manual","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/downloads/disk-system-sheet","200","IN_SITEMAP","download-detail","download:disk-system-sheet","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/downloads/disk-system-sheet","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/downloads/maintenance-guide","200","IN_SITEMAP","download-detail","download:maintenance-guide","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/downloads/maintenance-guide","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/downloads/powder-gun-catalog","200","IN_SITEMAP","download-detail","download:powder-gun-catalog","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/downloads/powder-gun-catalog","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/downloads/troubleshooting-checklist","200","IN_SITEMAP","download-detail","download:troubleshooting-checklist","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/downloads/troubleshooting-checklist","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/faq","200","IN_SITEMAP","faq","faq-index","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/faq","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:12"
"https://www.bostarcoating.com/knowledge","200","IN_SITEMAP","knowledge-index","knowledge-index","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:12"
"https://www.bostarcoating.com/knowledge/faq","200","IN_SITEMAP","knowledge-category","knowledge-category:faq","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/faq","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/knowledge/industry-encyclopedia","200","IN_SITEMAP","knowledge-category","knowledge-category:industry-encyclopedia","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/industry-encyclopedia","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/knowledge/operation-maintenance","200","IN_SITEMAP","knowledge-category","knowledge-category:operation-maintenance","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/operation-maintenance","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/knowledge/process-knowledge","200","IN_SITEMAP","knowledge-category","knowledge-category:process-knowledge","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/process-knowledge","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/knowledge/process-knowledge/adjust-spray-voltage","200","IN_SITEMAP","knowledge-detail","knowledge-article:adjust-spray-voltage","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/process-knowledge/adjust-spray-voltage","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:13"
"https://www.bostarcoating.com/knowledge/product-comparison","200","IN_SITEMAP","knowledge-category","knowledge-category:product-comparison","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/product-comparison","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/knowledge/safety-standard","200","IN_SITEMAP","knowledge-category","knowledge-category:safety-standard","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/safety-standard","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/knowledge/selection-guide","200","IN_SITEMAP","knowledge-category","knowledge-category:selection-guide","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/selection-guide","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/knowledge/selection-guide/how-to-choose-electrostatic-spray-gun","200","IN_SITEMAP","knowledge-detail","knowledge-article:how-to-choose-electrostatic-spray-gun","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/selection-guide/how-to-choose-electrostatic-spray-gun","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:13"
"https://www.bostarcoating.com/knowledge/selection-guide/manual-powder-gun-selection-guide","200","IN_SITEMAP","knowledge-detail","knowledge-article:manual-powder-gun-selection-guide","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/selection-guide/manual-powder-gun-selection-guide","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:13"
"https://www.bostarcoating.com/knowledge/troubleshooting","200","IN_SITEMAP","knowledge-category","knowledge-category:troubleshooting","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/troubleshooting","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:13"
"https://www.bostarcoating.com/knowledge/troubleshooting/powder-gun-not-picking-powder","200","IN_SITEMAP","knowledge-detail","knowledge-article:powder-gun-not-picking-powder","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/knowledge/troubleshooting/powder-gun-not-picking-powder","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","contains-form; nav-links:13"
"https://www.bostarcoating.com/news","200","IN_SITEMAP","news","news-index","https://www.bostarcoating.com/","200","https://www.bostarcoating.com/news","KEEP_200","Primary host keeps indexable content at 200 while SEO issues are remediated in Gate 2.","YES","NONE","zh-CN","YES","NO","audit/04-production-url-inventory.csv","SEO_GEO","nav-links:12"
